id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id,ip,
4974980216918729,NvszPt1Sp,1512303874,李公子-Cappuccino,#四川广东重现绿码#要不你下来吧不要再祸害中国了烈士们的鲜血不能白流啊,,,,四川广东重现绿码,1,3,4,2023/12/3 21:46,微博轻享版,['https://wx4.sinaimg.cn/large/5a23ed02gy1hkgxp50cyjj20u01sxjzr.jpg'],,,广东,负向
4974976979437126,NvsuBDB1I,7778080652,我是山东的一名退伍兵,#官方回应粤康码显示绿码#,,,,官方回应粤康码显示绿码,0,0,1,2023/12/3 21:33,荣耀Magic3 5G,,,,山东,中性
4974963373640926,Nvs8FfhaC,2737858694,少来烦我,去年的这会儿我每周都往返检测点排队做核酸，跟朋友聊天时不时都在说，“又要去做核酸了”，“在排队做核酸”。全民核酸，绿码黄码，五天两检，下班后在检测点排队，站在一米黄线上，看着蓝色的“检测点”指示牌发呆，耳边人声低落，闷在口罩里的呼吸湿沉，广播大声嚷着召集居民按时做核酸。医院后门搭了个简陋采集点，我有一天下班过去还路遇一场冷雨，我站在雨线里看采集点的指示牌被雨斜刺。当时人很麻木没什么感觉，现在回想起来像一场遥远的噩梦。唰地一声，摁了倍速一样消失进腥膻的泥土里。,,,,,0,1,9,2023/12/3 20:39,iPhone 13,,,,福建,负向
4974956071617093,NvrWT6MG9,7621976704,可怕的熵增,#四川广东重现绿码#尊重....，放下....,,,,四川广东重现绿码,0,0,0,2023/12/3 20:10,HUAWEI Mate 30 Pro,,,,辽宁,中性
4974939570178359,Nvrwh0KoL,7879622297,我在庄园当异性恋怎么你了,212【绿码绿】律律象牙塔口袋里边有一封情书,,,,,0,3,7,2023/12/3 19:04,iQOO 11 Pro 赛道传奇,"['https://wx3.sinaimg.cn/large/008Bg5Idly1hkgt11wzr6j30zk0k0jui.jpg', 'https://wx3.sinaimg.cn/large/008Bg5Idly1hkgt128xwjj30xc0irn2e.jpg', 'https://wx1.sinaimg.cn/large/008Bg5Idly1hkgt12jnocj30d20d2my3.jpg', 'https://wx2.sinaimg.cn/large/008Bg5Idly1hkgt12sk4rj308607xglt.jpg']",,,北京,正向
4974649202708630,NvjXWbmDA,7814601617,烟浪远_,明天开始退网了期末事情太多了再高强度上网真没救了呃啊啊啊啊啊啊，如果有想sl我的宝宝可以给我发wb私信我给你我的绿软二维码。明天中午十二点过后应该就看不到了待会我再发一个提问箱，想招魂的宝宝也可以发一个提问,,,,,0,1,4,2023/12/2 23:50,iPhone客户端,,,,上海,中性
4974643884066888,NvjPmh3YY,6659466563,电影俱乐部_,拿的别人的图(🙏🙏🙏)1️⃣大家记得多拉人扫码点想看2️⃣绿瓣🐏号也搞起来，每天给随便两部作品打打分，然后再在主页发个日常内容就行这个真的挺重要的，当然预售同样重要，因为都关系到排片，如果春节继续搞分线发行，其实这些更是衡量市场期待值的重要指标，也方便院线判断哪个电影值得买股而去签约给排片,,,,,15,4,147,2023/12/2 23:29,荣耀20S,['https://wx1.sinaimg.cn/large/007gGrt1ly1hkfuvf8czsj31o01o0gty.jpg'],,,山东,正向
4974628706193208,NvjqSpZ8s,1652273202,玮哈说,无论绿码重出江湖是真是假，都是法治的悲哀！,,常德·武陵工业新区,,,0,1,0,2023/12/2 22:29,微博轻享版,['https://wx2.sinaimg.cn/large/627bb032gy1hkftbddjpcj20u0140qfa.jpg'],,,湖南,负向
4974625979370009,NvjmtDjzb,1061062345,郭大侠旺one,《绿码再现》不是粤康码说停止服务，数据彻底删除、销毁了吗？太可怕[恐惧]，竟然又复活了。,,,,,0,2,1,2023/12/2 22:18,Redmi Note 7 Pro,"['https://wx2.sinaimg.cn/large/3f3e86c9gy1hkft0hp9uyj20u01or7do.jpg', 'https://wx3.sinaimg.cn/large/3f3e86c9gy1hkft0i0bfnj20u00n0q5d.jpg', 'https://wx3.sinaimg.cn/large/3f3e86c9gy1hkft0iavyxj20u01bx0wt.jpg', 'https://wx3.sinaimg.cn/large/3f3e86c9gy1hkft0il8zjj20u005ojrs.jpg']",,,广东,中性
4974625681313239,Nvjm05vDh,6478340512,水晶猎妈者,#国家卫健委表示未发现新发传染病#应该防患于未然谁知道丑国会不会再次投毒应该恢复绿码出行非必要不聚集,,,,国家卫健委表示未发现新发传染病,0,0,1,2023/12/2 22:17,iPhone客户端,,,,湖北,中性
4974624612292289,Nvjkh9Ckp,5604779046,西西弗卖书匠,#官方回应粤康码显示绿码#该死的,,,,官方回应粤康码显示绿码,0,1,0,2023/12/2 22:13,Android,,,,广东,中性
4974622557081418,NvjgXtIcq,5995801539,Super涛女侠,绿码重出江湖？,,,,,0,1,2,2023/12/2 22:05,iPhone客户端,['https://wx1.sinaimg.cn/large/006xLLSrly1hkfsmd7x7rj30v91vo1kx.jpg'],,,江苏,中性
4974621015411369,NvjetmHK9,1301917111,安康利利,#四川广东重现绿码#一码通一直都在啊，只不过没人检查了。,,,,四川广东重现绿码,0,0,0,2023/12/2 21:58,OnePlus 8T,,,,陕西,中性
4974620025295859,NvjcSmdH5,1925878362,SMGNEWS,"【四川成都天府健康通再现“绿码”？真相是……】近期，有网友在网上爆料，各地已停用近一年的健康""绿码""在成都，广州等城市出现。进入冬季呼吸道疾病高发期，""绿码""在个别城市是否""重出江湖""，又是否在使用，记者对此进行了求证。LSMGNEWS的微博视频",,,,,0,0,1,2023/12/2 21:55,微博视频号,,"http://f.video.weibocdn.com/o0/p8Y5eNzwlx08aDmznoik01041200iWeb0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1702378243&ssig=w6cGgneo6o&KID=unistore,video",,,负向
4974609945071817,NviWClhpv,1342876523,空瓶子AQR,这个绿码竟然还在？说好的全部下线并删除数据呢？,,,,,0,7,6,2023/12/2 21:14,iPhone客户端,['https://wx2.sinaimg.cn/large/500aab6bly1hkfr5guww6j20wi1lmane.jpg'],,,河北,负向
4973888046367709,Nv0agqIwZ,6685051632,慢慢Meow,逆水寒手游交易✨探索/古道/凌云/丹枫/剧情/活动/pvp✨调号/提战/奇遇/偷师/门派/副本/托管✨没写到的都可问！可扫码可直播可走🐟✨绿泡泡➕➕m-mMeow幸运值+999,,,,,0,0,0,2023/11/30 21:26,逆水寒手游交易超话,,,,四川,正向
4973872665857079,NuZLsozH1,6015060769,进坑太多的咸鱼墨一,只此青绿出合肥场1.7晚，一楼15排7座走🐟提确后发码，880,,,,,0,1,0,2023/11/30 20:25,只此青绿超话,,,,安徽,正向
4973869721460084,NuZGI67PK,7815565225,章鱼小狗厨,我真挺好奇绿软妹天天在朋友圈里发私人群群码是觉得所有列表都暗恋自己吗集美,,,,,0,4,2,2023/11/30 20:13,二手HarmonyOS设备,,,,河南,正向
4973858375603784,NuZopnvNC,5655772131,无解的证明题0913,#hsj日常#月底补账翻绿泡泡的账本发现有个扫码支付了三十的头差点想破这笔巨款扫了谁的🐴付了什么钱终于灵机一动想起来是充水卡,,,,hsj日常,0,0,0,2023/11/30 19:28,iPhone 13 mini,['https://wx1.sinaimg.cn/large/006aL2H9ly1hkdcuqcuebj30ty0o9gnc.jpg'],,,吉林,中性
4973847283765748,NuZ6wfNDS,5890246749,古埃及掌管恋慕的神,你们小青绿谈恋爱就谈呗谁爱管你你他码的骑着个小电驴在路上打闹什么意思吊车像坐了个摆锤一样左晃晃右晃晃要撞到人还嘿嘿笑撞死你俩,,,,,0,0,1,2023/11/30 18:44,Android,,,,山东,负向
4973811644763787,NuYb2jZhh,2212875685,伪不期而遇的首饰店,黄皮都不惧怕的绿色，属于看上去挑人实际怎么穿都好看的绿。38码没剩几件啦～,,,,,0,7,2,2023/11/30 16:22,HUAWEI Mate 50 Pro,"['https://wx3.sinaimg.cn/large/83e5cda5gy1hkd7grdjxpj20p00xcnd6.jpg', 'https://wx4.sinaimg.cn/large/83e5cda5gy1hkd7gs5litj22ji35jniv.jpg', 'https://wx1.sinaimg.cn/large/83e5cda5gy1hkd7gsqbpxj20p00xcwn8.jpg', 'https://wx3.sinaimg.cn/large/83e5cda5gy1hkd7gu64guj20p00xcgw0.jpg', 'https://wx2.sinaimg.cn/large/83e5cda5gy1hkd7gw33e5j20p00xcqrg.jpg', 'https://wx4.sinaimg.cn/large/83e5cda5gy1hkd7gwun1vj20p00xc7nr.jpg']",,,山东,中性
4973810643895720,NuY9qglsc,2112783837,妖妖白菜券,绿联T3蓝牙ANC降噪耳机叠扫码拿199-20聚划算券绿联T3蓝牙耳机主动降噪真无线入耳式运动新款适用小米华为苹果15,,,,,0,0,0,2023/11/30 16:18,微博 weibo.com,"['https://wx4.sinaimg.cn/large/7dee85ddly1hkd7dgx6ojj20m80m8dio.jpg', 'https://wx2.sinaimg.cn/large/7dee85ddly1hkd7dh2s0rj20m80m80w5.jpg', 'https://wx4.sinaimg.cn/large/7dee85ddly1hkd7dhbhjmj20m80m8n0y.jpg']",,,山东,中性
4973791330176354,NuXEh0JSq,2637939731,省钱捡漏君,1.拿卷加够wù-車1件【绿联数码旗舰掂】绿联T3蓝牙ANC降噪耳机囎酷狗會'员+3副耳帽+贴纸1.拿卷加够wù-車1件叠扫'码拿199-20聚划'算券天猫超市优惠券O网页链接你还想要啥置顶搜券,,,,,0,0,0,2023/11/30 15:02,微博 weibo.com,['https://wx4.sinaimg.cn/large/008ehh3rgy1hkd55kqum7j30u01an78v.jpg'],,,广东,负向
4973782020129400,NuXpg0xF6,2000016880,逐浪新闻,【这些科技，正点亮我们的生活！】它是在玻璃雕刻图案的“速”雕激光它是将健康根植于电脑上的护眼绿键它是一扫便知真伪的防伪二维码它是能让衣服持久留香的香薰微胶囊《科技，点亮生活》由武汉市科学技术局联合楚天交通广播共同呈现O这些科技，正点亮我们的生活！,,,,,0,0,0,2023/11/30 14:25,微博网页版,,,,,正向
4973561800559535,NuRG42lyL,7576391546,伊川县融媒体中心,@伊川人关于“扫黄打非”！你不得不知道的热知识！做好“扫黄打非”工作营造安全、健康、文明的社会文化环境事关每一个人的幸福那么，什么是“扫黄打非”涉及哪些领域有哪些政策法规......了解相关情况请扫码关注“扫黄打非”微信公众号“绿书签”公众号“河南扫黄打非办”微信公众号“河南扫黄打非办”微博作为官方账号，“扫黄打非”公众号及微博将定期发布全国“扫黄打非”工作的最新动态、案例剖析、政策解读等信息，让公众更加及时、全面地了解“扫黄打非”工作的进展和成效，提高社会公众对“扫黄打非”工作的认识和参与度。让我们一起努力共同营造安全伊川文明伊川健康伊川积极健康、风清气正的社会文化环境吧！,,,伊川人,,4,11,49,2023/11/29 23:50,微博网页版,,,,,正向
4973548558616512,NuRkHA9y0,7159599898,小羊今天喝芋头咩咩粥了嗎,我要是发我绿软二维码出来会有人找我四连吗。,,,,,0,4,0,2023/11/29 22:57,爵梦制造的Android,,,,新疆,中性
4973521208349076,NuQCAz1Yw,5648934265,我就是叫鲨鱼_被鸽韭菜版,huq有没有要绿江的月卡我给你激活码之前做志愿者给了几张12.31就过期了（其实我也不知道这个月卡有啥用好像只能选五本包月文章读）,,,,,0,1,1,2023/11/29 21:08,鲨鱼的深海世界超话,['https://wx3.sinaimg.cn/large/006ailQZly1hkca364amaj32o02o0hdu.jpg'],,,北京,中性
